Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Malaysia,498,..,..,..,..,..,..,..,..,..,..,"5,310",..,..,..,..,"358,432",..,..,..,..,..,..,..,..,..,..,..,..,"6,083",..,..,..,..,"14,127",..,..,..,..,..,..,..,..,"10,368",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"132,699","1,070,433",..,578,..,..,..,..,..,"16,450",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"302,292",..,..,"205,021",..,..,"2,141",..,..,..,..,..,..,..,"26,858",..,..,..,..,..,"101,732",..,..,..,..,"3,424",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"79,519",..,..,..,..,967,..,..,..,"6,634",..,..,..,..,..,..,..,..,..,"8,283",..,..,..,..,..,..,..,..,..,..,..,..,..,"9,852",..,..,..,..,..,..,..,"87,272",..,..,..,..,..
2015,Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,024",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"33,656",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"26,205",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,975",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Philippines,"1,220",116,462,..,..,76,..,..,148,135,63,"3,993",503,..,..,111,158,..,..,533,..,..,..,..,35,..,..,162,..,82,..,..,..,131,39,..,"5,565",..,..,..,..,..,93,"35,952",256,..,125,..,529,..,39,..,..,..,..,..,..,"5,753",32,442,..,..,..,459,161,..,..,..,..,..,..,..,..,112,"1,204",..,..,..,..,..,"3,786",34,..,153,..,..,..,"1,008",34,..,..,..,..,..,..,244,53,"10,639","3,304",586,71,431,..,614,"1,731",..,"13,749",177,..,53,..,171,..,287,..,134,..,..,48,..,..,..,..,..,793,..,..,..,..,..,..,..,..,145,..,..,..,..,..,..,..,421,..,..,68,483,..,383,..,..,192,..,..,653,408,499,34,..,60,..,111,..,110,60,51,120,"6,906",..,..,35,67,..,..,..,..,..,..,..,..,..,733,..,..,..,..,820,..,..,..,..,..,813,..,"1,305",172,..,62,125,..,605,"1,033",62,..,..,340,141,..,..,..,..,568,879,..,..,..,..,..,431,"4,282",..,"35,564",..,..,..,..,..,413,..,..,..,..,..
2015,Singapore,..,..,..,..,..,..,..,..,..,..,..,"10,129",..,..,..,..,"80,747",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,700",..,..,..,..,..,..,"448,566","61,969","22,199",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"150,082","163,237",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,123,654",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,938",..,..,..,..,..,..,..,"129,253",..,..,..,..,..,"15,392",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"10,730",..,..,..,..,..,..,..,..,..,"19,269",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"17,161",..,..,..,..,..,..,..,..,..,..,..
2015,Thailand,1,..,..,..,..,..,..,..,..,..,..,"1,416",..,..,..,..,"1,404",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"661,275",..,751,..,..,..,..,..,..,"74,411",..,..,..,..,..,..,..,16,..,..,..,..,..,..,16,641,..,..,..,..,..,..,..,..,..,2,..,..,..,..,"1,319",..,..,..,..,..,"2,299",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,901",671,14,82,..,..,..,613,..,"8,167",..,..,..,..,..,..,"896,727",..,..,..,1,..,..,..,..,..,..,"1,314",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,782,773",..,..,"11,186",681,..,"1,800",..,..,..,..,..,718,..,"2,347",..,..,..,..,..,"1,311",..,530,..,..,909,..,..,..,..,4,..,..,..,..,..,..,..,..,1,..,..,..,..,729,..,..,..,..,131,..,..,..,"7,705",15,1,..,..,697,940,..,..,..,..,..,2,..,..,..,..,1,..,..,..,..,..,..,"2,068",..,"4,055",..,..,..,..,..,"7,049",..,..,..,..,1
2015,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,553,..,..,..,..,135,..,..,..,..,..,..,..,..,..,..,201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,221",..,..,..,..,..,..,..,..,..,112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,901",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,182,..,..,..,..,..,..,..,250,..,..,..,..,..,778,..,340,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,..,..,213,..,..,..,..,..
2015,Viet Nam,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,"7,895",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,990,..,"1,454",..,..,..,..,..,..,"3,005",..,..,..,..,..,..,..,..,..,..,..,..,..,"1,503",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,938","7,860",..,..,..,..,..,..,..,"1,843",..,..,..,..,..,..,"6,956",..,..,..,..,..,..,..,..,..,..,128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,187",..,..,"2,315",..,..,..,..,..,..,..,..,..,..,591,..,..,..,..,..,113,..,..,..,..,"1,805",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,751",..,..,..,..,..,..,..,..,79,..,..,..,..,..,..,..,..,..,"11,552",..,..,..,..,..,..,..,..,..,..,..,..,..,"1,119",..,"3,164",..,..,..,..,..,..,..,..,..,..,..
2015,Western Asia,"416,191","3,636","46,716",..,..,..,..,..,"39,588","162,959",..,"9,694","19,981","123,919",..,"13,963","2,873,616",..,"25,640","15,156",..,10,..,..,12,"2,508",10,"9,442",75,29,"506,449",..,5,..,..,62,"11,515",..,..,16,"7,181",..,"3,480","26,756",93,..,"2,968",..,..,..,58,..,337,92,..,"10,560","1,926",144,816,"5,525",5,..,12,10,"2,578,132",12,..,"27,757",747,"234,094",..,..,5,"2,533","86,533",..,..,..,..,"124,508","303,629",260,5,"89,640",..,..,46,..,..,..,..,..,5,..,5,"14,161",77,"8,279,275","1,904,487","94,848","707,609","1,432",..,"68,005","8,917",16,"2,198","529,368","25,055",263,..,"93,472","7,312",5,"4,371","203,937",..,..,"41,724",..,"4,433",56,10,10,586,..,..,77,..,..,267,12,..,"2,823",..,..,218,..,..,"178,070",12,"214,479",5,..,"606,621","33,525",..,451,12,10,"26,101",..,..,"3,826","10,211","2,819,803",..,21,..,10,"2,547","1,460,776","63,737",293,5,"14,167",613,"15,060",..,"130,855","234,995",..,..,..,..,..,..,..,..,..,"44,378",75,"2,809",10,5,232,..,483,162,..,"294,756","17,471","19,850","3,586","684,579","3,198,658","629,759",5,76,"7,121","14,881","5,657,342","2,565","144,650","19,496",..,..,..,..,16,"33,880","105,102","7,149",..,..,21,"160,610","64,487","132,852",379,"129,823",..,"6,426","49,223",..,511,113,..,..,"983,725",147,332
2015,Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,"87,675",..,..,..,..,328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"40,897",681,..,..,"1,096",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,733",..,..,..,..,..,..,..,..,849,..,..,..,..,..,..,915,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"20,580",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,828",..,..,..,..,..,..,..,..,..,581,875,..,..,..,"2,645",..,..,..,..,..,..,"1,061",..,..,..,..,..,..,..,..
2015,Azerbaijan,186,..,..,..,..,..,..,..,..,"148,503",..,..,..,..,..,..,..,..,459,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,486,..,..,..,..,..,..,..,..,..,..,"51,141",285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,530",..,..,..,..,..,..,..,..,"3,621",..,..,..,"2,556",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,283,..,..,"28,760",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,249,..,..,..,..,..,..,..,..,"2,121","1,724",..,..,..,"2,817",..,..,..,..,..,..,"17,030",..,..,..,..,..,..,..,..
2015,Bahrain,656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"78,396",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,430,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"80,889",..,..,"1,550",..,678,..,..,..,..,"2,027",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"302,635","22,513",..,..,..,..,..,..,..,..,"14,493",..,..,..,"5,409",..,..,..,"4,508",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,648,..,..,..,..,"3,789",213,..,..,..,..,"1,952",..,..,..,..,"74,710",..,..,..,..,..,"48,059",..,..,..,346,..,..,..,..,..,..,..,..,..,..,..,..,..,..,408,..,..,..,..,..,..,..,..,..,519,..,849,..,"9,841","4,671","7,522",..,..,..,..,"3,044",..,..,"1,159",..,..,..,..,..,468,"2,170",..,..,..,..,..,"4,041","1,657",..,"1,120",..,..,..,..,..,..,..,..,"15,003",..,..
2015,Cyprus,10,301,38,..,..,..,..,..,90,"1,277",..,"3,239",385,38,..,117,707,..,368,284,..,10,..,..,12,74,10,64,..,5,"6,692",..,5,..,..,62,"1,636",..,..,16,..,..,51,"1,740",..,..,136,..,..,..,5,..,90,38,..,..,733,35,743,183,5,..,12,10,"5,637",12,..,5,30,87,..,..,5,537,996,..,..,..,..,"16,617","2,824",90,5,"25,776",..,..,..,..,..,..,..,..,5,..,5,374,35,"2,989",188,"1,308",341,843,..,415,523,16,90,479,257,90,..,253,26,5,178,"2,993",..,..,248,..,100,12,10,10,48,..,..,35,..,..,..,12,..,69,..,..,..,..,..,69,12,48,5,..,62,523,..,100,12,10,332,..,..,217,69,564,..,21,..,10,35,"7,834",769,69,5,12,10,"1,022",..,"5,879","14,137",..,..,..,..,..,..,..,..,..,253,10,"2,753",10,5,35,..,147,16,..,12,"5,399",..,170,"10,737",394,564,5,..,991,410,"3,541",10,21,284,..,..,..,..,16,38,665,12,..,..,21,"3,561",165,"40,134",157,"3,456",..,5,79,..,69,69,..,..,16,147,332
2015,Georgia,40,10,17,..,..,..,..,..,15,"12,358",..,..,25,"5,821",..,..,..,..,"1,066",22,..,..,..,..,..,..,..,..,..,..,225,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,..,..,..,..,..,..,12,..,..,33,..,..,..,..,..,..,..,..,..,..,..,119,..,..,..,..,11,39,..,..,..,..,..,610,..,..,159,..,..,..,..,..,..,..,..,..,..,..,48,..,31,..,119,..,..,..,31,17,..,..,..,"1,662",..,..,..,242,..,199,9,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,17,11,..,..,..,..,..,..,..,..,..,85,..,..,..,..,20,..,175,..,..,..,..,468,..,214,"35,936",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,14,..,144,..,..,..,..,..,..,..,..,457,197,..,..,..,"11,792",..,33,..,107,..,..,740,..,..,..,..,..,..,..,..
2015,Iraq,312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,364",..,..,806,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,232,..,"14,406",..,..,..,..,..,..,..,"10,336",..,..,..,400,..,..,..,"1,522",..,..,..,..,..,..,..,..,..,..,..,..,..,..,200,..,..,..,..,..,..,..,..,586,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,682,..,..,..,..,..,..,..,..,..,..,..,..,..,..,273,..,..,..,..,..,..,..,..,..,674,..,..,..,..,..,..,..,..,..,414,..,295,..,..,"12,051","3,792",..,..,..,..,"252,056",..,..,..,..,..,..,..,..,312,"17,515",..,..,..,..,..,288,..,..,..,..,..,..,..,..,..,..,..,"2,001",..,..
2015,Israel,"2,539",..,"45,680",..,..,..,..,..,"39,343",..,..,"3,266","5,064","13,529",..,..,..,..,"23,119","5,993",..,..,..,..,..,..,..,"8,932",..,..,"16,633",..,..,..,..,..,"8,132",..,..,..,..,..,"3,386",600,..,..,"2,762",..,..,..,..,..,..,..,..,..,..,..,..,"1,916",..,..,..,..,"21,100",..,..,..,..,"80,474",..,..,..,308,"41,847",..,..,..,..,"9,317","23,656",..,..,"3,085",..,..,..,..,..,..,..,..,..,..,..,"12,495",..,"18,965",..,"52,322","67,791",..,..,..,"5,225",..,..,..,"13,632",..,..,..,"2,519",..,"3,931","6,232",..,..,"17,273",..,"3,869",..,..,..,..,..,..,..,..,..,..,..,..,"2,601",..,..,..,..,..,"163,113",..,..,..,..,..,"5,110",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,440",..,"59,286",..,..,..,..,"10,911",..,"103,678","114,630",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,721",..,"1,890",..,..,..,..,..,688,"3,853","9,483","1,885",..,..,..,..,..,..,..,"23,543","27,960","2,301",..,..,..,"135,112",..,"21,869",..,"79,082",..,"6,378","22,316",..,373,..,..,..,"30,869",..,..
2015,Jordan,60,..,333,..,..,..,..,..,..,25,..,242,113,..,..,412,"11,275",..,..,70,..,..,..,..,..,58,..,102,..,24,48,..,..,..,..,..,316,..,..,..,25,..,..,"20,150",37,..,24,..,..,..,..,..,25,..,..,127,23,81,..,48,..,..,..,..,"127,716",..,..,72,..,74,..,..,..,..,383,..,..,..,..,..,694,26,..,59,..,..,..,..,..,..,..,..,..,..,..,569,..,"5,733","18,344",91,"218,676",50,..,"1,523",299,..,100,..,19,..,..,729,..,..,..,"1,783",..,..,"20,866",..,..,..,..,..,274,..,..,..,..,..,67,..,..,..,..,..,..,..,..,580,..,23,..,..,176,193,..,61,..,..,25,..,..,42,617,"3,157",..,..,..,..,..,"3,728",79,..,..,216,91,35,..,262,578,..,..,..,..,..,..,..,..,..,"4,884",..,56,..,..,..,..,22,..,..,73,56,268,295,"12,110","1,969,731","2,180",..,..,87,193,"643,705",..,85,100,..,..,..,..,..,251,995,..,..,..,..,384,203,784,..,"2,539",..,..,..,..,30,..,..,..,"28,645",..,..
2015,Kuwait,"2,669",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,297","350,229",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,305",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"387,993",..,..,"4,725",..,"3,595",..,..,..,..,"4,810",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,061,758","99,485",..,..,..,..,..,..,..,..,"50,399",..,..,..,..,..,..,..,"11,532",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,795",..,..,..,..,"22,678",980,..,..,..,..,"4,441",..,..,..,..,"312,434",..,..,..,..,..,"181,462",..,..,..,623,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,077",..,..,..,..,..,..,..,..,..,"3,168",..,"1,726",..,"36,556","14,253","45,525",..,..,..,..,"21,340",..,..,"3,755",..,..,..,..,..,"1,784","12,297",..,..,..,..,..,"24,662","9,394",..,"4,763",..,..,..,..,..,..,..,..,"65,129",..,..
2015,Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111,"3,047",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,429",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"83,361",..,..,..,..,..,..,..,..,..,104,..,..,..,..,..,188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154,..,"1,548","2,730",..,"120,739",..,..,412,..,..,..,482,..,..,..,197,..,..,..,..,..,..,255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167,852,..,..,..,..,..,"1,007",..,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,"1,319",..,..,..,..,..,..,..,..,..,..,..,72,..,"3,272","515,853",589,..,..,..,..,"1,230,484",..,..,..,..,..,..,..,..,..,268,..,..,..,..,104,..,212,..,686,..,..,..,..,..,..,..,..,624,..,..
2015,Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,873,"242,015",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"67,497",..,..,..,..,..,..,..,..,..,"2,583",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,052,013","57,157",..,"9,395",..,..,..,..,..,..,"16,724",..,..,..,653,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,236",..,..,..,..,..,..,..,..,..,"191,256",..,..,..,..,..,"35,357",..,..,..,377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,636",..,..,..,..,..,..,..,..,..,..,..,..,..,"22,991",..,"15,513",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,515","9,159",..,..,..,..,..,..,..,..,..,..,..,..,..
2015,Qatar,"1,571",..,..,..,..,..,..,..,..,..,..,..,..,..,..,764,"160,183",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"163,569",..,..,"1,854",..,"1,667",..,..,..,..,"1,061",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"645,577","43,049",..,..,..,..,..,..,..,..,"32,217",..,..,..,"6,494",..,..,..,"8,274",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,437",..,..,..,..,"151,314",450,..,..,..,..,"4,071",..,..,..,..,"133,212",..,..,..,..,..,"148,496",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,897,..,..,..,..,..,..,..,..,..,"1,243",..,"2,033",..,"54,731","5,595","18,583",..,..,..,..,"7,148",..,..,"2,291",..,..,..,..,..,978,"5,046",..,..,..,..,..,"9,682","3,841",..,"2,280",..,..,..,..,..,..,..,..,"34,877",..,..
2015,Saudi Arabia,"385,241",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,022,812",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"770,483",..,..,..,..,"131,493",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,003,256","1,368,407",..,"4,865",..,..,..,..,..,..,"192,620",..,..,..,..,..,..,..,"123,277",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"214,371",..,..,"403,005",..,..,..,..,..,..,..,..,..,..,"1,187,817",..,..,..,..,..,"516,223",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"423,765",..,"385,241",..,..,..,..,"659,067",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"616,386",..,..
2015,State of Palestine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,555",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"18,451",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"62,895",..,..,..,"55,709",..,..,..,"17,111",..,..,..,"3,311",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,334",..,..,..,..,..,..,..,..,..,..,"10,111",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"21,778",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,672",..,..,..,..,..,..,..,..,600,..,..,..,..,..,..,"10,888",..,..,"7,826",..,..,..,..,..,..,..,..,"1,467",..,..
2015,Syrian Arab Republic,"1,791",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"253,609",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,538",..,..,..,..,"618,128",562,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
